1	0.058940
2	0.035693
3	0.027305
4	0.025240
5	0.019993
6	0.017457
7	0.015568
8	0.013737
9	0.012764
10	0.011344
11	0.010747
12	0.009677
13	0.009261
14	0.008426
15	0.008113
16	0.007455
17	0.007206
18	0.006675
19	0.006468
20	0.006034
21	0.005859
22	0.005499
23	0.005346
24	0.005043
25	0.004910
26	0.004651
27	0.004532
28	0.004311
29	0.004204
30	0.004011
31	0.003915
32	0.003746
33	0.003658
34	0.003510
35	0.003429
36	0.003298
37	0.003224
38	0.003106
39	0.003038
40	0.002932
41	0.002869
42	0.002774
43	0.002715
44	0.002629
45	0.002574
46	0.002495
47	0.002444
48	0.002372
49	0.002324
50	0.002259
51	0.002214
52	0.002153
53	0.002110
54	0.002054
55	0.002014
56	0.001962
57	0.001925
58	0.001876
59	0.001841
60	0.001796
61	0.001762
62	0.001720
63	0.001688
64	0.001648
65	0.001618
66	0.001581
67	0.001552
68	0.001517
69	0.001489
70	0.001456
71	0.001430
72	0.001399
73	0.001374
74	0.001344
75	0.001320
76	0.001292
77	0.001269
78	0.001243
79	0.001220
80	0.001195
81	0.001174
82	0.001150
83	0.001130
84	0.001107
85	0.001087
86	0.001065
87	0.001046
88	0.001025
89	0.001007
90	0.000987
91	0.000969
92	0.000950
93	0.000933
94	0.000915
95	0.000899
96	0.000882
97	0.000866
98	0.000849
99	0.000834
100	0.000818
101	0.000804
102	0.000789
103	0.000775
104	0.000760
105	0.000747
106	0.000733
107	0.000720
108	0.000706
109	0.000694
110	0.000681
111	0.000669
112	0.000657
113	0.000646
114	0.000634
115	0.000623
116	0.000612
117	0.000601
118	0.000590
119	0.000580
120	0.000569
121	0.000559
122	0.000549
123	0.000540
124	0.000530
125	0.000521
126	0.000512
127	0.000503
128	0.000494
129	0.000485
130	0.000477
131	0.000469
132	0.000460
133	0.000452
134	0.000444
135	0.000437
136	0.000429
137	0.000422
138	0.000414
139	0.000407
140	0.000400
141	0.000393
142	0.000386
143	0.000379
144	0.000373
145	0.000366
146	0.000360
147	0.000354
148	0.000348
149	0.000341
150	0.000336
151	0.000330
152	0.000324
153	0.000318
154	0.000313
155	0.000307
156	0.000302
157	0.000297
158	0.000292
159	0.000287
160	0.000282
161	0.000277
162	0.000272
163	0.000267
164	0.000263
165	0.000258
166	0.000253
167	0.000249
168	0.000245
169	0.000240
170	0.000236
171	0.000232
172	0.000228
173	0.000224
174	0.000219
175	0.000213
176	0.000203
177	0.000189
178	0.000167
179	0.000138
180	0.000106
181	0.000077
182	0.000054
183	0.000041
184	0.000037
185	0.000041
186	0.000048
187	0.000048
188	0.000038
189	0.000029
190	0.000027
191	0.000029
192	0.000030
193	0.000024
194	0.000019
195	0.000019
196	0.000021
197	0.000018
198	0.000015
199	0.000015
200	0.000016
201	0.000015
202	0.000013
203	0.000014
204	0.000014
205	0.000012
206	0.000011
207	0.000012
208	0.000011
209	0.000010
210	0.000010
211	0.000010
212	0.000009
213	0.000009
214	0.000009
215	0.000008
216	0.000008
217	0.000008
218	0.000007
219	0.000007
220	0.000007
221	0.000006
222	0.000006
223	0.000006
224	0.000005
225	0.000005
226	0.000005
227	0.000004
228	0.000004
229	0.000004
230	0.000003
231	0.000003
232	0.000003
233	0.000003
234	0.000003
235	0.000002
236	0.000002
237	0.000002
238	0.000002
239	0.000002
240	0.000002
241	0.000002
242	0.000001
243	0.000001
244	0.000001
245	0.000001
246	0.000001
247	0.000001
248	0.000001
