1	0.030847
2	0.016123
3	0.010960
4	0.008258
5	0.006595
6	0.005478
7	0.004663
8	0.004038
9	0.003554
10	0.003167
11	0.002844
12	0.002571
13	0.002340
14	0.002143
15	0.001971
16	0.001817
17	0.001680
18	0.001561
19	0.001457
20	0.001359
21	0.001267
22	0.001188
23	0.001117
24	0.001047
25	0.000978
26	0.000916
27	0.000862
28	0.000810
29	0.000760
30	0.000715
31	0.000674
32	0.000634
33	0.000598
34	0.000565
35	0.000531
36	0.000499
37	0.000471
38	0.000445
39	0.000419
40	0.000395
41	0.000375
42	0.000354
43	0.000332
44	0.000314
45	0.000297
46	0.000280
47	0.000263
48	0.000249
49	0.000235
50	0.000220
51	0.000204
52	0.000183
53	0.000154
54	0.000116
55	0.000078
56	0.000046
57	0.000027
58	0.000018
59	0.000017
60	0.000017
61	0.000013
62	0.000009
63	0.000009
64	0.000010
65	0.000007
66	0.000005
67	0.000005
68	0.000004
69	0.000003
70	0.000003
71	0.000002
72	0.000001
73	0.000001
74	0.000001
